cohortId,targetId,targetName,strataId,strataName,cohortType
126000712,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),71,without Grade 5 (GS 9-10),TwoS
127000712,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),71,without Grade 5 (GS 9-10),TwoS
128000712,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),71,without Grade 5 (GS 9-10),TwoS
129000712,129,PCa treated after conservative management (biopsy or PSA GT 50),71,without Grade 5 (GS 9-10),TwoS
131000712,131,Delayed Curative Management (biopsy or PSA GT 50),71,without Grade 5 (GS 9-10),TwoS
132000712,132,Delayed Palliative Management (biopsy or PSA GT 50),71,without Grade 5 (GS 9-10),TwoS
137000712,137,PCa under conservative management,71,without Grade 5 (GS 9-10),TwoS
138000712,138,PCa high/intermediate risk conservative management,71,without Grade 5 (GS 9-10),TwoS
139000712,139,PCa low risk grade conservative management and no intense monitoring,71,without Grade 5 (GS 9-10),TwoS
140000712,140,PCa low risk grade conservative management and intense monitoring,71,without Grade 5 (GS 9-10),TwoS
141000712,141,Newly diagnosed Pca (biopsy or PSA GT 50),71,without Grade 5 (GS 9-10),TwoS
142000712,142,PCa treated right away (biopsy or PSA GT 50),71,without Grade 5 (GS 9-10),TwoS
143000712,143,PCa treated after conservative management,71,without Grade 5 (GS 9-10),TwoS
144000712,144,Delayed Curative Management,71,without Grade 5 (GS 9-10),TwoS
145000712,145,Delayed Palliative Management,71,without Grade 5 (GS 9-10),TwoS
47000722,47,Newly diagnosed Pca,72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
49000722,49,PCa treated right away,72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
125000722,125,PCa under conservative management (biopsy or PSA GT 50),72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
126000722,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
127000722,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
128000722,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
129000722,129,PCa treated after conservative management (biopsy or PSA GT 50),72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
131000722,131,Delayed Curative Management (biopsy or PSA GT 50),72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
132000722,132,Delayed Palliative Management (biopsy or PSA GT 50),72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
137000722,137,PCa under conservative management,72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
138000722,138,PCa high/intermediate risk conservative management,72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
139000722,139,PCa low risk grade conservative management and no intense monitoring,72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
140000722,140,PCa low risk grade conservative management and intense monitoring,72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
141000722,141,Newly diagnosed Pca (biopsy or PSA GT 50),72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
142000722,142,PCa treated right away (biopsy or PSA GT 50),72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
143000722,143,PCa treated after conservative management,72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
144000722,144,Delayed Curative Management,72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
145000722,145,Delayed Palliative Management,72,without Family history of Prostate cancer or history of family history of germline mutations,TwoS
47000812,47,Newly diagnosed Pca,81,"without Any malignancy, except malignant neoplasm of skin",TwoS
49000812,49,PCa treated right away,81,"without Any malignancy, except malignant neoplasm of skin",TwoS
125000812,125,PCa under conservative management (biopsy or PSA GT 50),81,"without Any malignancy, except malignant neoplasm of skin",TwoS
126000812,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),81,"without Any malignancy, except malignant neoplasm of skin",TwoS
127000812,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),81,"without Any malignancy, except malignant neoplasm of skin",TwoS
128000812,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),81,"without Any malignancy, except malignant neoplasm of skin",TwoS
129000812,129,PCa treated after conservative management (biopsy or PSA GT 50),81,"without Any malignancy, except malignant neoplasm of skin",TwoS
131000812,131,Delayed Curative Management (biopsy or PSA GT 50),81,"without Any malignancy, except malignant neoplasm of skin",TwoS
132000812,132,Delayed Palliative Management (biopsy or PSA GT 50),81,"without Any malignancy, except malignant neoplasm of skin",TwoS
137000812,137,PCa under conservative management,81,"without Any malignancy, except malignant neoplasm of skin",TwoS
138000812,138,PCa high/intermediate risk conservative management,81,"without Any malignancy, except malignant neoplasm of skin",TwoS
139000812,139,PCa low risk grade conservative management and no intense monitoring,81,"without Any malignancy, except malignant neoplasm of skin",TwoS
140000812,140,PCa low risk grade conservative management and intense monitoring,81,"without Any malignancy, except malignant neoplasm of skin",TwoS
141000812,141,Newly diagnosed Pca (biopsy or PSA GT 50),81,"without Any malignancy, except malignant neoplasm of skin",TwoS
142000812,142,PCa treated right away (biopsy or PSA GT 50),81,"without Any malignancy, except malignant neoplasm of skin",TwoS
143000812,143,PCa treated after conservative management,81,"without Any malignancy, except malignant neoplasm of skin",TwoS
144000812,144,Delayed Curative Management,81,"without Any malignancy, except malignant neoplasm of skin",TwoS
145000812,145,Delayed Palliative Management,81,"without Any malignancy, except malignant neoplasm of skin",TwoS
47000832,47,Newly diagnosed Pca,83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
49000832,49,PCa treated right away,83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
125000832,125,PCa under conservative management (biopsy or PSA GT 50),83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
126000832,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
127000832,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
128000832,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
129000832,129,PCa treated after conservative management (biopsy or PSA GT 50),83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
131000832,131,Delayed Curative Management (biopsy or PSA GT 50),83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
132000832,132,Delayed Palliative Management (biopsy or PSA GT 50),83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
137000832,137,PCa under conservative management,83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
138000832,138,PCa high/intermediate risk conservative management,83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
139000832,139,PCa low risk grade conservative management and no intense monitoring,83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
140000832,140,PCa low risk grade conservative management and intense monitoring,83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
141000832,141,Newly diagnosed Pca (biopsy or PSA GT 50),83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
142000832,142,PCa treated right away (biopsy or PSA GT 50),83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
143000832,143,PCa treated after conservative management,83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
144000832,144,Delayed Curative Management,83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
145000832,145,Delayed Palliative Management,83,"without Mutation (germline or somatic) in BRCA2, BRCA1, ATM, MLH1, MSH1, MSH2, MSH6, CHEK2, RAD51B and PALB2",TwoS
47001092,47,Newly diagnosed Pca,109,without Age at diagnosis >80,TwoS
49001092,49,PCa treated right away,109,without Age at diagnosis >80,TwoS
125001092,125,PCa under conservative management (biopsy or PSA GT 50),109,without Age at diagnosis >80,TwoS
126001092,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),109,without Age at diagnosis >80,TwoS
127001092,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),109,without Age at diagnosis >80,TwoS
128001092,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),109,without Age at diagnosis >80,TwoS
129001092,129,PCa treated after conservative management (biopsy or PSA GT 50),109,without Age at diagnosis >80,TwoS
131001092,131,Delayed Curative Management (biopsy or PSA GT 50),109,without Age at diagnosis >80,TwoS
132001092,132,Delayed Palliative Management (biopsy or PSA GT 50),109,without Age at diagnosis >80,TwoS
137001092,137,PCa under conservative management,109,without Age at diagnosis >80,TwoS
138001092,138,PCa high/intermediate risk conservative management,109,without Age at diagnosis >80,TwoS
139001092,139,PCa low risk grade conservative management and no intense monitoring,109,without Age at diagnosis >80,TwoS
140001092,140,PCa low risk grade conservative management and intense monitoring,109,without Age at diagnosis >80,TwoS
141001092,141,Newly diagnosed Pca (biopsy or PSA GT 50),109,without Age at diagnosis >80,TwoS
142001092,142,PCa treated right away (biopsy or PSA GT 50),109,without Age at diagnosis >80,TwoS
143001092,143,PCa treated after conservative management,109,without Age at diagnosis >80,TwoS
144001092,144,Delayed Curative Management,109,without Age at diagnosis >80,TwoS
145001092,145,Delayed Palliative Management,109,without Age at diagnosis >80,TwoS
47001102,47,Newly diagnosed Pca,110,without Age at diagnosis 55-80,TwoS
49001102,49,PCa treated right away,110,without Age at diagnosis 55-80,TwoS
125001102,125,PCa under conservative management (biopsy or PSA GT 50),110,without Age at diagnosis 55-80,TwoS
126001102,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),110,without Age at diagnosis 55-80,TwoS
127001102,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),110,without Age at diagnosis 55-80,TwoS
128001102,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),110,without Age at diagnosis 55-80,TwoS
129001102,129,PCa treated after conservative management (biopsy or PSA GT 50),110,without Age at diagnosis 55-80,TwoS
131001102,131,Delayed Curative Management (biopsy or PSA GT 50),110,without Age at diagnosis 55-80,TwoS
132001102,132,Delayed Palliative Management (biopsy or PSA GT 50),110,without Age at diagnosis 55-80,TwoS
137001102,137,PCa under conservative management,110,without Age at diagnosis 55-80,TwoS
138001102,138,PCa high/intermediate risk conservative management,110,without Age at diagnosis 55-80,TwoS
139001102,139,PCa low risk grade conservative management and no intense monitoring,110,without Age at diagnosis 55-80,TwoS
140001102,140,PCa low risk grade conservative management and intense monitoring,110,without Age at diagnosis 55-80,TwoS
141001102,141,Newly diagnosed Pca (biopsy or PSA GT 50),110,without Age at diagnosis 55-80,TwoS
142001102,142,PCa treated right away (biopsy or PSA GT 50),110,without Age at diagnosis 55-80,TwoS
143001102,143,PCa treated after conservative management,110,without Age at diagnosis 55-80,TwoS
144001102,144,Delayed Curative Management,110,without Age at diagnosis 55-80,TwoS
145001102,145,Delayed Palliative Management,110,without Age at diagnosis 55-80,TwoS
47001112,47,Newly diagnosed Pca,111,without Age at diagnosis <55,TwoS
49001112,49,PCa treated right away,111,without Age at diagnosis <55,TwoS
125001112,125,PCa under conservative management (biopsy or PSA GT 50),111,without Age at diagnosis <55,TwoS
126001112,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),111,without Age at diagnosis <55,TwoS
127001112,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),111,without Age at diagnosis <55,TwoS
128001112,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),111,without Age at diagnosis <55,TwoS
129001112,129,PCa treated after conservative management (biopsy or PSA GT 50),111,without Age at diagnosis <55,TwoS
131001112,131,Delayed Curative Management (biopsy or PSA GT 50),111,without Age at diagnosis <55,TwoS
132001112,132,Delayed Palliative Management (biopsy or PSA GT 50),111,without Age at diagnosis <55,TwoS
137001112,137,PCa under conservative management,111,without Age at diagnosis <55,TwoS
138001112,138,PCa high/intermediate risk conservative management,111,without Age at diagnosis <55,TwoS
139001112,139,PCa low risk grade conservative management and no intense monitoring,111,without Age at diagnosis <55,TwoS
140001112,140,PCa low risk grade conservative management and intense monitoring,111,without Age at diagnosis <55,TwoS
141001112,141,Newly diagnosed Pca (biopsy or PSA GT 50),111,without Age at diagnosis <55,TwoS
142001112,142,PCa treated right away (biopsy or PSA GT 50),111,without Age at diagnosis <55,TwoS
143001112,143,PCa treated after conservative management,111,without Age at diagnosis <55,TwoS
144001112,144,Delayed Curative Management,111,without Age at diagnosis <55,TwoS
145001112,145,Delayed Palliative Management,111,without Age at diagnosis <55,TwoS
47001122,47,Newly diagnosed Pca,112,without Physical Therapy/Exercise,TwoS
49001122,49,PCa treated right away,112,without Physical Therapy/Exercise,TwoS
125001122,125,PCa under conservative management (biopsy or PSA GT 50),112,without Physical Therapy/Exercise,TwoS
126001122,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),112,without Physical Therapy/Exercise,TwoS
127001122,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),112,without Physical Therapy/Exercise,TwoS
128001122,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),112,without Physical Therapy/Exercise,TwoS
129001122,129,PCa treated after conservative management (biopsy or PSA GT 50),112,without Physical Therapy/Exercise,TwoS
131001122,131,Delayed Curative Management (biopsy or PSA GT 50),112,without Physical Therapy/Exercise,TwoS
132001122,132,Delayed Palliative Management (biopsy or PSA GT 50),112,without Physical Therapy/Exercise,TwoS
137001122,137,PCa under conservative management,112,without Physical Therapy/Exercise,TwoS
138001122,138,PCa high/intermediate risk conservative management,112,without Physical Therapy/Exercise,TwoS
139001122,139,PCa low risk grade conservative management and no intense monitoring,112,without Physical Therapy/Exercise,TwoS
140001122,140,PCa low risk grade conservative management and intense monitoring,112,without Physical Therapy/Exercise,TwoS
141001122,141,Newly diagnosed Pca (biopsy or PSA GT 50),112,without Physical Therapy/Exercise,TwoS
142001122,142,PCa treated right away (biopsy or PSA GT 50),112,without Physical Therapy/Exercise,TwoS
143001122,143,PCa treated after conservative management,112,without Physical Therapy/Exercise,TwoS
144001122,144,Delayed Curative Management,112,without Physical Therapy/Exercise,TwoS
145001122,145,Delayed Palliative Management,112,without Physical Therapy/Exercise,TwoS
47001202,47,Newly diagnosed Pca,120,without Charlson CCI=0,TwoS
49001202,49,PCa treated right away,120,without Charlson CCI=0,TwoS
125001202,125,PCa under conservative management (biopsy or PSA GT 50),120,without Charlson CCI=0,TwoS
126001202,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),120,without Charlson CCI=0,TwoS
127001202,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),120,without Charlson CCI=0,TwoS
128001202,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),120,without Charlson CCI=0,TwoS
129001202,129,PCa treated after conservative management (biopsy or PSA GT 50),120,without Charlson CCI=0,TwoS
131001202,131,Delayed Curative Management (biopsy or PSA GT 50),120,without Charlson CCI=0,TwoS
132001202,132,Delayed Palliative Management (biopsy or PSA GT 50),120,without Charlson CCI=0,TwoS
137001202,137,PCa under conservative management,120,without Charlson CCI=0,TwoS
138001202,138,PCa high/intermediate risk conservative management,120,without Charlson CCI=0,TwoS
139001202,139,PCa low risk grade conservative management and no intense monitoring,120,without Charlson CCI=0,TwoS
140001202,140,PCa low risk grade conservative management and intense monitoring,120,without Charlson CCI=0,TwoS
141001202,141,Newly diagnosed Pca (biopsy or PSA GT 50),120,without Charlson CCI=0,TwoS
142001202,142,PCa treated right away (biopsy or PSA GT 50),120,without Charlson CCI=0,TwoS
143001202,143,PCa treated after conservative management,120,without Charlson CCI=0,TwoS
144001202,144,Delayed Curative Management,120,without Charlson CCI=0,TwoS
145001202,145,Delayed Palliative Management,120,without Charlson CCI=0,TwoS
47001212,47,Newly diagnosed Pca,121,without Charlson CCI=1,TwoS
49001212,49,PCa treated right away,121,without Charlson CCI=1,TwoS
125001212,125,PCa under conservative management (biopsy or PSA GT 50),121,without Charlson CCI=1,TwoS
126001212,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),121,without Charlson CCI=1,TwoS
127001212,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),121,without Charlson CCI=1,TwoS
128001212,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),121,without Charlson CCI=1,TwoS
129001212,129,PCa treated after conservative management (biopsy or PSA GT 50),121,without Charlson CCI=1,TwoS
131001212,131,Delayed Curative Management (biopsy or PSA GT 50),121,without Charlson CCI=1,TwoS
132001212,132,Delayed Palliative Management (biopsy or PSA GT 50),121,without Charlson CCI=1,TwoS
137001212,137,PCa under conservative management,121,without Charlson CCI=1,TwoS
138001212,138,PCa high/intermediate risk conservative management,121,without Charlson CCI=1,TwoS
139001212,139,PCa low risk grade conservative management and no intense monitoring,121,without Charlson CCI=1,TwoS
140001212,140,PCa low risk grade conservative management and intense monitoring,121,without Charlson CCI=1,TwoS
141001212,141,Newly diagnosed Pca (biopsy or PSA GT 50),121,without Charlson CCI=1,TwoS
142001212,142,PCa treated right away (biopsy or PSA GT 50),121,without Charlson CCI=1,TwoS
143001212,143,PCa treated after conservative management,121,without Charlson CCI=1,TwoS
144001212,144,Delayed Curative Management,121,without Charlson CCI=1,TwoS
145001212,145,Delayed Palliative Management,121,without Charlson CCI=1,TwoS
47001222,47,Newly diagnosed Pca,122,without Charlson CCI>=2,TwoS
49001222,49,PCa treated right away,122,without Charlson CCI>=2,TwoS
125001222,125,PCa under conservative management (biopsy or PSA GT 50),122,without Charlson CCI>=2,TwoS
126001222,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),122,without Charlson CCI>=2,TwoS
127001222,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),122,without Charlson CCI>=2,TwoS
128001222,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),122,without Charlson CCI>=2,TwoS
129001222,129,PCa treated after conservative management (biopsy or PSA GT 50),122,without Charlson CCI>=2,TwoS
131001222,131,Delayed Curative Management (biopsy or PSA GT 50),122,without Charlson CCI>=2,TwoS
132001222,132,Delayed Palliative Management (biopsy or PSA GT 50),122,without Charlson CCI>=2,TwoS
137001222,137,PCa under conservative management,122,without Charlson CCI>=2,TwoS
138001222,138,PCa high/intermediate risk conservative management,122,without Charlson CCI>=2,TwoS
139001222,139,PCa low risk grade conservative management and no intense monitoring,122,without Charlson CCI>=2,TwoS
140001222,140,PCa low risk grade conservative management and intense monitoring,122,without Charlson CCI>=2,TwoS
141001222,141,Newly diagnosed Pca (biopsy or PSA GT 50),122,without Charlson CCI>=2,TwoS
142001222,142,PCa treated right away (biopsy or PSA GT 50),122,without Charlson CCI>=2,TwoS
143001222,143,PCa treated after conservative management,122,without Charlson CCI>=2,TwoS
144001222,144,Delayed Curative Management,122,without Charlson CCI>=2,TwoS
145001222,145,Delayed Palliative Management,122,without Charlson CCI>=2,TwoS
47001462,47,Newly diagnosed Pca,146,without Performance status ECOG=0,TwoS
49001462,49,PCa treated right away,146,without Performance status ECOG=0,TwoS
125001462,125,PCa under conservative management (biopsy or PSA GT 50),146,without Performance status ECOG=0,TwoS
126001462,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),146,without Performance status ECOG=0,TwoS
127001462,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),146,without Performance status ECOG=0,TwoS
128001462,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),146,without Performance status ECOG=0,TwoS
129001462,129,PCa treated after conservative management (biopsy or PSA GT 50),146,without Performance status ECOG=0,TwoS
131001462,131,Delayed Curative Management (biopsy or PSA GT 50),146,without Performance status ECOG=0,TwoS
132001462,132,Delayed Palliative Management (biopsy or PSA GT 50),146,without Performance status ECOG=0,TwoS
137001462,137,PCa under conservative management,146,without Performance status ECOG=0,TwoS
138001462,138,PCa high/intermediate risk conservative management,146,without Performance status ECOG=0,TwoS
139001462,139,PCa low risk grade conservative management and no intense monitoring,146,without Performance status ECOG=0,TwoS
140001462,140,PCa low risk grade conservative management and intense monitoring,146,without Performance status ECOG=0,TwoS
141001462,141,Newly diagnosed Pca (biopsy or PSA GT 50),146,without Performance status ECOG=0,TwoS
142001462,142,PCa treated right away (biopsy or PSA GT 50),146,without Performance status ECOG=0,TwoS
143001462,143,PCa treated after conservative management,146,without Performance status ECOG=0,TwoS
144001462,144,Delayed Curative Management,146,without Performance status ECOG=0,TwoS
145001462,145,Delayed Palliative Management,146,without Performance status ECOG=0,TwoS
47001472,47,Newly diagnosed Pca,147,without Performance status ECOG=1,TwoS
49001472,49,PCa treated right away,147,without Performance status ECOG=1,TwoS
125001472,125,PCa under conservative management (biopsy or PSA GT 50),147,without Performance status ECOG=1,TwoS
126001472,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),147,without Performance status ECOG=1,TwoS
127001472,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),147,without Performance status ECOG=1,TwoS
128001472,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),147,without Performance status ECOG=1,TwoS
129001472,129,PCa treated after conservative management (biopsy or PSA GT 50),147,without Performance status ECOG=1,TwoS
131001472,131,Delayed Curative Management (biopsy or PSA GT 50),147,without Performance status ECOG=1,TwoS
132001472,132,Delayed Palliative Management (biopsy or PSA GT 50),147,without Performance status ECOG=1,TwoS
137001472,137,PCa under conservative management,147,without Performance status ECOG=1,TwoS
138001472,138,PCa high/intermediate risk conservative management,147,without Performance status ECOG=1,TwoS
139001472,139,PCa low risk grade conservative management and no intense monitoring,147,without Performance status ECOG=1,TwoS
140001472,140,PCa low risk grade conservative management and intense monitoring,147,without Performance status ECOG=1,TwoS
141001472,141,Newly diagnosed Pca (biopsy or PSA GT 50),147,without Performance status ECOG=1,TwoS
142001472,142,PCa treated right away (biopsy or PSA GT 50),147,without Performance status ECOG=1,TwoS
143001472,143,PCa treated after conservative management,147,without Performance status ECOG=1,TwoS
144001472,144,Delayed Curative Management,147,without Performance status ECOG=1,TwoS
145001472,145,Delayed Palliative Management,147,without Performance status ECOG=1,TwoS
47001482,47,Newly diagnosed Pca,148,without Performance status ECOG=2+,TwoS
49001482,49,PCa treated right away,148,without Performance status ECOG=2+,TwoS
125001482,125,PCa under conservative management (biopsy or PSA GT 50),148,without Performance status ECOG=2+,TwoS
126001482,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),148,without Performance status ECOG=2+,TwoS
127001482,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),148,without Performance status ECOG=2+,TwoS
128001482,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),148,without Performance status ECOG=2+,TwoS
129001482,129,PCa treated after conservative management (biopsy or PSA GT 50),148,without Performance status ECOG=2+,TwoS
131001482,131,Delayed Curative Management (biopsy or PSA GT 50),148,without Performance status ECOG=2+,TwoS
132001482,132,Delayed Palliative Management (biopsy or PSA GT 50),148,without Performance status ECOG=2+,TwoS
137001482,137,PCa under conservative management,148,without Performance status ECOG=2+,TwoS
138001482,138,PCa high/intermediate risk conservative management,148,without Performance status ECOG=2+,TwoS
139001482,139,PCa low risk grade conservative management and no intense monitoring,148,without Performance status ECOG=2+,TwoS
140001482,140,PCa low risk grade conservative management and intense monitoring,148,without Performance status ECOG=2+,TwoS
141001482,141,Newly diagnosed Pca (biopsy or PSA GT 50),148,without Performance status ECOG=2+,TwoS
142001482,142,PCa treated right away (biopsy or PSA GT 50),148,without Performance status ECOG=2+,TwoS
143001482,143,PCa treated after conservative management,148,without Performance status ECOG=2+,TwoS
144001482,144,Delayed Curative Management,148,without Performance status ECOG=2+,TwoS
145001482,145,Delayed Palliative Management,148,without Performance status ECOG=2+,TwoS
47001522,47,Newly diagnosed Pca,152,without Total Cardiovascular Disease Event,TwoS
49001522,49,PCa treated right away,152,without Total Cardiovascular Disease Event,TwoS
125001522,125,PCa under conservative management (biopsy or PSA GT 50),152,without Total Cardiovascular Disease Event,TwoS
126001522,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),152,without Total Cardiovascular Disease Event,TwoS
127001522,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),152,without Total Cardiovascular Disease Event,TwoS
128001522,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),152,without Total Cardiovascular Disease Event,TwoS
129001522,129,PCa treated after conservative management (biopsy or PSA GT 50),152,without Total Cardiovascular Disease Event,TwoS
131001522,131,Delayed Curative Management (biopsy or PSA GT 50),152,without Total Cardiovascular Disease Event,TwoS
132001522,132,Delayed Palliative Management (biopsy or PSA GT 50),152,without Total Cardiovascular Disease Event,TwoS
137001522,137,PCa under conservative management,152,without Total Cardiovascular Disease Event,TwoS
138001522,138,PCa high/intermediate risk conservative management,152,without Total Cardiovascular Disease Event,TwoS
139001522,139,PCa low risk grade conservative management and no intense monitoring,152,without Total Cardiovascular Disease Event,TwoS
140001522,140,PCa low risk grade conservative management and intense monitoring,152,without Total Cardiovascular Disease Event,TwoS
141001522,141,Newly diagnosed Pca (biopsy or PSA GT 50),152,without Total Cardiovascular Disease Event,TwoS
142001522,142,PCa treated right away (biopsy or PSA GT 50),152,without Total Cardiovascular Disease Event,TwoS
143001522,143,PCa treated after conservative management,152,without Total Cardiovascular Disease Event,TwoS
144001522,144,Delayed Curative Management,152,without Total Cardiovascular Disease Event,TwoS
145001522,145,Delayed Palliative Management,152,without Total Cardiovascular Disease Event,TwoS
47001532,47,Newly diagnosed Pca,153,without Stroke,TwoS
49001532,49,PCa treated right away,153,without Stroke,TwoS
125001532,125,PCa under conservative management (biopsy or PSA GT 50),153,without Stroke,TwoS
126001532,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),153,without Stroke,TwoS
127001532,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),153,without Stroke,TwoS
128001532,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),153,without Stroke,TwoS
129001532,129,PCa treated after conservative management (biopsy or PSA GT 50),153,without Stroke,TwoS
131001532,131,Delayed Curative Management (biopsy or PSA GT 50),153,without Stroke,TwoS
132001532,132,Delayed Palliative Management (biopsy or PSA GT 50),153,without Stroke,TwoS
